strSciName,keyID,strCategory,strCommonName,strToken,flgEvaluated,flgRecommended,flgNativeTo,flgAvail,,flgPNLightFull,flgPNLightPartialSun,flgPNLightShade,flgPNMoistureLow,flgPNMoistureMed,flgPNMoistureHigh,flgPNSeasonalWet,flgPNAquatic,strPNUniqueSoils,flgGHDeerResistant,flgGHGroundhogResistant,flgGHSpreadRapidly,flgSWBioretention,flgSWRainGarden,flgSWRetentionBasinWet,flgSWDetentionBasinDry,flgSWStreamBuffer,flgSWGreenRoof,flgSWSwale,flgSWWetland,strPCFoliageColor,strPCHeightLow,strPCHeightHigh,flgPCHeightIncr,flgPCHeightPlus,strPCSpreadLow,strPCSpreadHigh,flgPCSpreadIncr,flgPCSpreadPlus,Off set,flgPCGroundCover,strSciName,strPCBloomTime,strPCFlowerColor,flgPCEdible,flgPCEasyGrow,flgPMSeed,flgPMPlug,flgPMRootBall,flgPMStaking,flgRUErosion,flgRUWildlife,strCaterpHostPlantComName,strCaterpHostPlantSciName,strLandscape,flgRUSubdivision,flgRUHorticulture,flgRUScreening,flgRUHedge,flgRUParkingLot,flgRUStreetscape,flgRUOpenSpace,flgShallowRoots,strSlopes,strSpecialUses,strLandscapeGardenUses,strPlantCommunity,strTolerates,strSusceptible,strPlantingRecommendations,strGrowthPatterns,strSeasonColor,strBlooms,strMaintenance,strComments,Temp_NotFound,strSource,strThumbLink,strPicture1,strPicture2,strPicture3,strPicture4,booActive,dteDateAdded,dteDateChanged,strUserName,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dichanthelium commutatum,1256,2,"variable panicgrass,Ashe's panic grass",DICO2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,, ,Y,Y,Y,Y, , , ,                         , , , ,Y,Y, ,Y, , ,NULL,NULL,G,1.5,2,F, ,NULL,NULL, , ,, ,Dichanthelium commutatum,"05,06,07,08,09,10",, ,E, , , , ,Y,"C,W,H            ",,,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dulichium arundinaceum,1266,2,"dwarf bamboo,three way sedge",DUAR3,Y,R,"A,C,B,Q,L,N,O,V,U        ",W      ,,Y,Y, , , ,Y, , ,                         , , , ,Y,Y,Y,Y,Y, ,NULL,NULL,H,1,2,F, ,NULL,NULL, , ,, ,Dulichium arundinaceum,"07,08",, ,E, , , , ,Y,"W,H                 ",,, , , , ,, , , ,,,,,,,,,,,,,not sure,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:08.6,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis acicularis,1268,2,needle spikerush,ELAC,Y,R,"Q,L,N,V,U        ",W      ,,Y, , , ,Y,Y,Y,,"A,I,S,U", , , , , ,Y, ,, ,NULL,Y,G,,NULL,, ,NULL,NULL, , ,, ,Eleocharis acicularis,,, ,E, , , , , ,C,Poweshiek Skipperling,Oarisma poweshiek, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:04.8,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis obtusa,1270,2,blunt spikerush,ELOB2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y, , , , ,Y, , ,"S,G,U", , , , , ,Y, , , ,NULL,Y,G,NULL,NULL, , ,NULL,NULL, , ,, ,Eleocharis obtusa,,, ,E, , , , , ,C,,, , , , ,, , , ,,,,,,,,,,,,,"6"" inundation,aquitc bench",,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,25:08.1,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eleocharis quadrangulata,1271,2,squarestem spikerush,ELQU,Y,R,"A,C,B,F,L,V,U        ",W      ,,Y, , , ,,Y,Y,Y,                         , , , , , ,Y, ,, ,NULL,Y,G,4,8,I, ,4,8,I, ,, ,Eleocharis quadrangulata,"05,06,07,08,09",, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus canadensis,1274,2,"nodding,Canada wild rye",ELCA4,Y,R,"A,C,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"O,C,G,S",Y, ,Y, ,Y, , , , ,NULL,NULL,G,3,5,F, ,NULL,NULL, , ,, ,Elymus canadensis,,, ,E, , , , ,Y,                    ,,, , , , ,, , , ,,lower,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus hystrix,1275,2,bottlebrush grass,ELHY,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y,Y,Y, , , ,O, , , ,Y,Y, ,Y, , ,NULL,NULL,G-N,2,5,F, ,12,18,I, ,, ,Elymus hystrix,"06,07,08",G, ,E, , , , , ,                    ,Northern Pearly Eye,Enodia anthedon, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus riparius,1276,2,riverbank wild rye,ELRI,Y,R,"A,C,B,P,G,Q,F,M,N,O,R,V,U        ",       ,,Y,Y,Y,Y,Y,Y, , ,                         , , , ,Y,Y, ,Y,Y, ,Y,NULL,G,1,3,F, ,12,24,I, ,, ,Elymus riparius,"07,08,09",Y, ,E,Y, , , , ,"C,H                 ",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.4,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elymus virginicus,1277,2,Virginia wild rye,ELVI3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y,Y,Y, , , ,"RO,RCO", , , ,Y,Y, , , , ,Y,NULL,G,1.5,3,F, ,12,24,I, ,, ,Elymus virginicus,"05,06",Y,Y,E, , , , ,Y,"C,H,W               ",,, , , , ,, , , ,,Yes,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eragrostis capillaris,1281,2,"lace grass,lace lovegrass",ERCA,Y,N,"A,C,P,G,Q,L,M,N,R,V,U        ","W,R    ",,Y, , ,Y, , , , ,"K,S                      ", , , , ,Y, , ,Y, ,Y,NULL,"F,G-P",8,16,I, ,NULL,NULL, , ,, ,Eragrostis capillaris,"08,09,10","I,M", ,E,Y,Y,Y, ,Y,H                   ,,,Y,Y,Y, ,,Y,Y,Y,,Yes,,,,,,,,,,,"dry sand, rock soils, no because annual",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eragrostis spectabilis,1282,2,"purple lovegrass,tumblegrass",ERSP,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ","W,R    ",,Y, , ,Y,Y, , , ,"O,S,G",Y, , ,Y,Y, ,Y, , ,NULL,NULL,"G,T",1,1.75,F,2,1,2,F, ,, ,Eragrostis spectabilis,,"P,K,M", ,E,Y,Y, , ,Y,C,Zabulon Skipper,Poanes zabulon ,Y,Y,Y, ,,Y,Y,Y,,,,,,,,,,,,,"Mix with forbs, not in block",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:09.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Erianthus giganteus,Saccharum giganteum",1526,2,giant plumegrass,SAGI,Y,R,"P,Q,F,L,N,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,                         , , , ,Y,Y, ,Y, , ,NULL,NULL,G,6,10,F, ,NULL,NULL, , ,, ,"Erianthus giganteus,Saccharum giganteum",10,R, ,E, , , , , ,"C,W         ",,,Y, , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:15.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca rubra,1298,2,red fescue,FERU2,Y,R,"A,C,G,Q,F,M,N,R,V,U        ",W      ,, ,Y, ,Y, , , , ,D, , , , , , , , , ,NULL,NULL,G,3,8,i, ,3,18,I, ,,Y,Festuca rubra,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,dry rocky,,,,,,,,,,,needs comparison review of grass,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:15.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca subverticillata,1299,2,nodding fescue,FESU3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y, ,Y,, , ,R, , , , ,Y, , , , ,NULL,NULL,G,2,3,F, ,NULL,NULL, , ,, ,Festuca subverticillata,,, ,E, , , , , ,"C,W",Indian Skipper,Hesperia sassacus, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:15.2,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyceria melicaria,1310,2,"slender,melic mannagrass",GLME2,Y,R,"A,C,G,Q,M,N,R,V,U        ",W      ,,Y,Y,Y,,Y, ,Y, ,                         , , , , ,,, ,Y, ,Y,NULL,G,3,4,F, ,3,4,F, ,, ,Glyceria melicaria,"04,05",G, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.4,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glyceria striata,1311,2,fowl mannagrass,GLST,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y,Y, ,Y,Y, , ,"RO,S,G", , , , , ,Y, , , ,NULL,Y,"G,AB",2,3.5,F, ,NULL,NULL, , ,, ,Glyceria striata,,, ,E, , , , , ,"H,W           ",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:15.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hierochloe odorata,1330,2,sweet grass,HIOD,Y,N,"V,U        ","W,R    ",,Y,Y, , ,Y,Y,Y, ,B                        , , ,Y, ,Y, , ,Y, ,NULL,Y,G,10,24,I, ,NULL,NULL, , ,,Y,Hierochloe odorata,,, ,E, ,Y, , ,Y,                    ,,, , , , ,, , , ,,,Useful in streambank wetland soil stabilization,,,,,,,,,,"No because not in VA Atlas. Despite its aggressive nature, Sweet Grass can be difficult to establish from seed so we recommend trying a few roots and dividing them after a few years.",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.7,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus acuminatus,1351,2,"sharp fruited,tapertip rush",JUAC,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, , , , ,Y,Y,Y, ,"U,O,OC", , , , , ,Y, ,, ,NULL,Y,E,6,40,i, ,NULL,NULL, , ,, ,Juncus acuminatus,"03,04,05",, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,round out ecosystem/lo vis,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:05.9,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus canadensis,1352,2,Canadain rush,JUCA3,Y,R,"L,O,V,U",W      ,,Y,Y, , ,Y,Y, , ,                         , , , ,Y,Y, ,Y,Y, ,Y,NULL,G,1,3,F, ,NULL,NULL, , ,, ,Juncus canadensis,7,, ,E, , , , , ,"C,W,H           ",,, , , , ,, , , ,,,,,,,,,,,,,round out ecosystem/lo vis,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,07:23.2,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus dichotomus,1353,2,forked rush,JUDI,Y,R,"A,C,R,V,U",W      ,, , , , ,Y, ,Y, ,"U,S", , , ,Y, , , ,, ,Y,NULL,G,12,40,I, ,NULL,NULL, , ,, ,Juncus dichotomus,"04,05",, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,round out ecosystem/lo vis,,Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus effusus,1354,2,"common,soft rush",JUEF,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , , ,Y, , ,"U,S,G,I",Y, , ,Y,Y, ,Y,Y, ,Y,NULL,G,15,50,I, ,NULL,NULL, , ,, ,Juncus effusus,"07,08,09",, ,E, , , , , ,"C,W,H            ",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:15.9,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus marginatus,1355,2,grassleaf rush,JUMA4,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,y,Y, , ,Y,Y,Y,Y,, , , , , ,Y, ,Y, ,NULL,Y,G,10,20,i, ,NULL,NULL, , ,, ,Juncus marginatus,"04,05",RN, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,round out ecosystem/lo vis,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:06.6,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus scirpoides,1356,2,needlepod rush,JUSC,Y,R,"A,C,B,P,Q,F,L,O,V,U        ",W      ,,Y, , , ,Y,Y,Y, ,"S,Q", , , , , ,Y, ,, ,NULL,Y,G,3,28,I, ,NULL,NULL, , ,, ,Juncus scirpoides,"04,05","YG,YN", ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,round out ecosystem/lo vis,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:07.0,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus tenuis,1357,2,"slender,path rush",JUTE,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",       ,,Y,Y,Y, ,Y,Y, , ,"CO,C,G", , , ,Y,Y, ,Y,Y, ,Y,NULL,G,0.5,2,F, ,6,12,I, ,,Y,Juncus tenuis,"05,06","G,B", ,E, , , , , ,"C,H                 ",,, , , , ,, , , ,,,"Also called Path Rush because it frequently grows on trails, a fact confirmed by Tim Williams.  Would be a good alternative ground cover for shady high traffic areas.",,,,,,,,,,round out ecosystem/lo vis,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:22.5,28:22.5,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leersia oryzoides,1361,2,rice cutgrass,LEOR,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,"R,U,S,G,S", , ,Y,Y,Y, ,Y,Y, ,Y,NULL,"G,YG",2,5,F, ,24,36,I, ,, ,Leersia oryzoides,"06,07,08,09,10",, ,E, , , , , ,"C,W,H            ","Least Skipper,Peck's Skipper","Ancyloxypha numitor,Polites peckius ", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,28:52.8,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leersia virginica,1362,2,"whitegrass,Virginia cutgrass",LEVI2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,, ,Y,Y, ,Y, , , ,RO, , , , , , , , , ,NULL,NULL,G,1,2,F,3,NULL,NULL, , ,, ,Leersia virginica,,, ,E, , , , , ,                    ,Northern Pearly Eye,Enodia anthedon, , , , ,, , , ,,,,,,,,,,,,,seed spikelet  height 3 feet,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:16.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia capillaris,1401,2,"pink cloud,hair awn muhly grass,long awn hairgrass, pink muhly grass",MUCA2,Y,R,"A,C,B,P,F,N,V,U        ",W      ,,Y,Y,Y,Y,Y, , , ,"S,K,P,Z",Y, , ,Y,Y, , , , ,Y,NULL,G,2,3,F, ,2,3,F, ,, ,Muhlenbergia capillaris,"09,10,11","I,IR", ,E, , , , ,Y,"H,S",,, , , , ,, , , ,,,,,,,,,,,,,"Mix with forbs, not in block",,Primary,NULL,NULL,NULL,NULL,NULL,A,54:16.6,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muhlenbergia mexicana,1402,2,"satin,hairy wirestem,Mexican muhly grass",MUME2,Y,R,"P,Q,G,M,N,R,V,U        ",W      ,,Y,Y, , ,Y, ,Y, ,"RO,P", , , , , , , ,Y, ,NULL,NULL,G,1.5,2.5,F, ,1.5,2.5,F, ,, ,Muhlenbergia mexicana,"07,08,09",G, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,"Mix with forbs, not in block",,Secondary,NULL,NULL,NULL,NULL,NULL,A,54:07.3,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleataenia anceps,,2,Beaked panic grass,,,,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coleataenia anceps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum dichotomiflorum,1420,2,"Spreading,fall panicgrass",PADI,Y,R,"A,C,B,P,G,Q,F,L,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, , ,"RO,CO,IO", , , ,Y,Y, ,Y, , ,Y,NULL,G,18,48,I, ,NULL,NULL, , ,, ,Panicum dichotomiflorum,,, ,E, , , , , ,"C,W","Inidan Skipper,Northern Broken Dash skipper,Hobomok Skipper,Tawny-Edged Skipper","Hesperia sassacus,Wallengrenia egeremet,Poanes hobomok,Polites themistocles,", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:16.7,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleataenia stipitata,1421,2,"long leaf,redtop panicgrass",PARI4,Y,R,"L,N,O,Q,V,U",       ,,Y, , , ,Y,Y,Y, ,"S,H", , , , ,,Y,Y,, ,Y,Y,G,2,4,F, ,2,4,F, ,, ,Coleataenia stipitata,"07,08","G,R",,E, , , , , ,"C,W,S","Inidan Skipper,Northern Broken Dash skipper","Hesperia sassacus,Wallengrenia egeremet", , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:07.4,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panicum virgatum,1422,2,switch grass,PAVI2,Y,R,"A,C,P,Q,L,M,N,V,U        ",W      ,,Y,Y, ,Y,Y,Y, , ,"R,P",Y, ,Y,Y,Y, ,Y,Y, ,Y,NULL,G,3,5,F, ,24,36,I, ,, ,Panicum virgatum,"07,08,09,10,11,01,02",I, ,E, , , , ,Y,"C,W,H         ","Inidan Skipper,Northern Broken Dash skipper,Hobomok Skipper,Tawny-Edged Skipper,Delaware Skipper,Leonard's Skipper","Hesperia sassacus,Wallengrenia egeremet,Poanes hobomok,Polites themistocles,Atrytone logan ,Hesperia leonardus ",Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,41:00.6,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phalaris arundinacea,1435,2,"reed canarygrass,ribbon grass",PHAR3,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, ,Y,R,Y, ,Y,Y,Y,Y,Y, , ,Y,Y,G,3,5,F, ,NULL,NULL, , ,, ,Phalaris arundinacea,,, ,E, , , , , ,"C,W,H",Northern Pearly Eye,Enodia anthedon, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:17.0,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phragmites australis,1447,2,common reed,PHAU7,Y,R,"A,C,P,Q,F,O,V,U        ",W      ,,Y, , , , , ,Y,Y,R, , ,Y, , , , ,, ,NULL,NULL,"G,AG",4,16,F, ,NULL,NULL, , ,, ,Phragmites australis,,, ,E, , , , , ,                    ,Broad-winged Skipper,Poanes viator, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:07.5,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poa pratensis,1458,2,Kentucky bluegrass,POPR,Y,N,,W      ,, , , , , , , , ,                         , , , , , , , , , ,NULL,NULL,G,NULL,NULL, , ,NULL,NULL, , ,, ,Poa pratensis,,, ,E, , , , , ,                    ,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:17.1,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saccharum alopecuroides,1525,2,"silver,wooley plumegrass",SAAL21,Y,R,"A,C,B,F,L,N,O,V,U        ",       ,,Y, , ,Y,Y,Y, , ,                         , , , , ,Y, , ,Y, ,Y,NULL,G,3,10,F, ,3,6,F, ,, ,Saccharum alopecuroides,"08,09,10","W,C", ,E, , , , ,Y,                    ,,,Y, ,Y,Y,, , ,Y,,,Xeric,,,,,,,,,, dry,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:17.3,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schizachyrium scoparium,1540,2,little bluestem,SCSC,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"CO,G,S,P",Y, , , ,Y, , ,Y, ,NULL,NULL,G,2,3,F,4,1.5,2`, , ,, ,Schizachyrium scoparium,"08,09,10","P,Z", ,E, , , , ,Y,"C,W,         ","Dusted Skipper,Cobweb Skipper,Indian Skipper,Swarthy Skipper,Crossline Skipper","Atrytonopsis hianna,Hesperia metea,Hesperia sassacus,Nastra lherminier,Polites origenes",Y, , , ,,Y,Y, ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,33:29.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus pungens ,1541,2,common three square,SCPUP5,Y,R,"A,C,B,F,N,V,U        ",W      ,,Y,Y, , ,,Y,Y,0-6,"SO,IC,G", , ,Y, , ,Y, ,Y, ,NULL,Y,G,1.5,4,F, ,NULL,NULL, , ,, ,Schoenoplectus pungens ,,, ,E, , , , , ,W,,, , , , ,, , , ,,,aggressive,,,,,,,,,,,,Secondary,NULL,NULL,NULL,NULL,NULL,A,54:07.6,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus tabernaemontani,1542,2,"great,softstem bulrush",SCTA2,Y,R,"A,C,B,P,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , , ,Y,Y,Y,"U,S", , ,Y, , ,Y, ,Y, ,NULL,Y,Y,4,8,F, ,NULL,NULL, , ,, ,Schoenoplectus tabernaemontani,,, ,E, , , , , ,W,,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:08.3,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus atrovirens,1543,2,dark green bulrush,SCAT2,Y,R,"A,C,B,Q,F,V,U        ",W      ,,Y, , , ,Y,Y,Y, ,"C,G,S,Q", , , ,Y,Y, ,Y,, ,NULL,NULL,G,4,5,F, ,3,4,F, ,, ,Scirpus atrovirens,"06,07",YN, ,E, , , , ,Y,"C,S,M",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:08.8,00:00.0,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus cyperinus,1544,2,woolgrass bulrush,SCCY,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, , ,Y,Y, ,0-1,                         , , , ,Y,,Y,Y,Y, ,Y,NULL,G,3,5,F, ,NULL,NULL, , ,, ,Scirpus cyperinus,"07,08,09,10","G,N", ,E, , , , , ,"C,W,H        ",Dion Skipper,Euphyes dion,Y, ,Y, ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:17.5,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus pendulus,1545,2,"nodding,rufous,reddish bulrush",SCPE4,Y,R,"A,C,B,P,F,M,N,V,U        ",W      ,,Y,Y,Y, ,Y,Y, , ,                         , , , , , , , , , ,NULL,NULL,,2,3.5,F, ,NULL,NULL, , ,, ,Scirpus pendulus,,, ,E, , , , , ,"C,W",,, , , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,28:39.3,37:23.7,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sorghastrum nutans,1568,2,Indian grass,SONU2,Y,R,"A,C,B,P,G,Q,F,L,M,N,O,R,V,U        ",W      ,,Y,Y, ,Y,Y, , , ,"O,CO,S,G",Y, ,Y,Y,, ,Y, , ,NULL,NULL,G,3,8,F, ,NULL,NULL, , ,, ,Sorghastrum nutans,"08,09,10","Y,R", ,E, , , , ,Y,"C,W               ",Pepper and Salt Skipper,Amblyscirtes hegon ,Y, , , ,, , , ,,,,,,,,,,,,,,,Primary,NULL,NULL,NULL,NULL,NULL,A,54:17.7,NULL,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
